EmpID;Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
RM008;30;No;Travel_Rarely;Research & Development;24;1;Life Sciences;4;Male;3;1;Laboratory Technician;3;Divorced;2693;1;No;0;4;2;1;1;2;3;1;0;0;
RM033;30;No;Travel_Rarely;Research & Development;9;2;Medical;4;Male;2;1;Laboratory Technician;3;Single;2206;1;No;0;3;1;0;10;5;3;10;0;1;8
RM045;30;No;Travel_Frequently;Research & Development;1;2;Medical;3;Female;3;2;Laboratory Technician;4;Single;4011;1;No;0;4;4;0;12;2;3;12;8;3;7
RM081;30;No;Travel_Rarely;Research & Development;1;1;Life Sciences;4;Male;2;2;Laboratory Technician;4;Married;5126;1;Yes;0;3;3;2;10;1;2;10;8;3;0
RM089;30;No;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Male;2;2;Healthcare Representative;4;Married;4152;1;No;0;3;1;3;11;3;3;11;10;10;8
RM093;30;No;Travel_Rarely;Sales;4;2;Medical;3;Female;2;2;Sales Executive;2;Divorced;5209;1;Yes;0;3;2;3;11;4;2;11;8;2;7
RM121;30;No;Travel_Frequently;Research & Development;23;3;Life Sciences;1;Male;1;1;Research Scientist;3;Divorced;2613;1;No;0;4;3;3;10;2;2;10;7;0;9
RM140;30;No;Travel_Rarely;Human Resources;9;3;Human Resources;3;Male;3;2;Human Resources;4;Married;6347;0;Yes;0;3;4;0;12;2;1;11;9;4;
RM144;30;No;Travel_Rarely;Research & Development;18;3;Life Sciences;1;Female;3;1;Research Scientist;3;Single;2632;1;No;0;3;3;0;5;4;2;5;4;0;
RM146;30;No;Travel_Rarely;Research & Development;5;3;Technical Degree;4;Female;3;1;Research Scientist;1;Divorced;3204;5;No;0;3;4;1;8;3;3;3;2;2;
RM147;30;No;Travel_Rarely;Research & Development;2;1;Medical;2;Male;2;1;Laboratory Technician;4;Single;2720;0;No;0;3;4;0;6;3;3;5;3;1;
RM168;30;No;Travel_Rarely;Sales;5;3;Life Sciences;2;Female;3;3;Sales Executive;4;Married;9419;2;No;0;3;3;1;12;2;3;10;9;7;4
RM174;30;No;Non-Travel;Research & Development;9;3;Medical;3;Male;3;2;Laboratory Technician;1;Divorced;3072;1;No;0;3;3;2;12;4;3;12;9;6;10
RM212;30;No;Non-Travel;Research & Development;1;1;Life Sciences;3;Male;2;3;Manufacturing Director;3;Single;8474;1;No;0;4;3;0;12;2;3;11;8;5;8
RM215;30;Yes;Travel_Rarely;Research & Development;3;3;Technical Degree;4;Female;3;1;Research Scientist;1;Single;2657;5;Yes;0;3;3;0;8;5;3;5;2;0;4
RM217;30;Yes;Travel_Frequently;Sales;26;4;Marketing;3;Female;2;2;Sales Executive;1;Single;6696;5;No;0;3;3;0;9;5;2;6;3;0;1
RM325;30;No;Travel_Rarely;Research & Development;28;2;Medical;4;Female;3;2;Research Scientist;4;Married;5775;1;No;0;3;4;2;11;2;3;10;8;1;9
RM339;30;No;Travel_Rarely;Sales;5;3;Marketing;4;Female;2;2;Sales Executive;3;Divorced;6118;1;No;0;3;3;3;10;2;3;10;9;1;2
RM355;30;No;Non-Travel;Sales;25;2;Technical Degree;4;Female;3;2;Sales Executive;3;Married;4736;7;Yes;0;3;2;1;4;2;4;2;2;2;2
RM382;30;No;Travel_Rarely;Sales;2;1;Technical Degree;3;Male;3;1;Sales Representative;2;Married;2476;1;No;0;3;1;1;1;3;3;1;0;0;0
RM386;30;Yes;Travel_Frequently;Research & Development;4;3;Technical Degree;3;Male;3;1;Research Scientist;4;Single;2285;9;Yes;0;4;3;0;3;4;3;1;0;0;0
RM403;30;No;Travel_Rarely;Sales;12;3;Technical Degree;2;Female;3;2;Sales Executive;3;Single;6577;0;No;0;3;2;0;6;6;3;5;4;4;4
RM411;30;No;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Female;1;2;Manufacturing Director;4;Single;6091;2;No;0;4;3;0;11;2;3;5;4;0;2
RM420;30;No;Non-Travel;Research & Development;3;3;Life Sciences;3;Male;3;1;Laboratory Technician;4;Married;2097;4;No;0;3;3;1;9;3;1;5;3;1;4
RM424;30;No;Non-Travel;Sales;22;4;Other;3;Female;3;3;Sales Executive;1;Married;8412;0;No;0;3;3;0;10;3;3;9;8;7;8
RM427;30;No;Non-Travel;Research & Development;2;3;Medical;3;Female;3;1;Laboratory Technician;4;Single;2564;0;No;0;3;3;0;12;2;2;11;7;6;7
RM438;30;No;Travel_Rarely;Sales;7;1;Marketing;4;Male;3;1;Sales Representative;2;Single;2983;0;No;0;3;1;0;4;3;3;3;2;1;2
RM481;30;Yes;Travel_Frequently;Sales;12;4;Life Sciences;2;Male;2;1;Sales Representative;1;Married;2033;1;No;0;3;3;1;1;2;4;1;0;0;0
RM502;30;No;Travel_Frequently;Research & Development;3;3;Medical;3;Female;3;1;Research Scientist;3;Divorced;2083;1;No;0;4;3;1;1;2;3;1;0;0;0
RM546;30;No;Travel_Rarely;Sales;27;5;Marketing;3;Male;3;2;Sales Executive;4;Divorced;5304;7;No;0;4;4;1;10;2;2;8;7;7;7
RM582;30;No;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Male;1;1;Laboratory Technician;3;Married;3833;3;No;0;4;3;2;7;2;3;2;2;0;2
RM603;30;No;Travel_Rarely;Research & Development;2;3;Medical;3;Female;2;2;Manufacturing Director;4;Single;6877;5;Yes;0;4;2;0;12;4;2;0;0;0;0
RM624;30;No;Travel_Frequently;Research & Development;5;4;Life Sciences;2;Male;2;1;Research Scientist;4;Divorced;3761;9;No;0;3;2;1;10;3;2;5;4;0;3
RM703;30;No;Travel_Rarely;Sales;8;2;Other;3;Male;3;3;Sales Executive;3;Divorced;7264;5;No;0;3;1;1;10;2;4;8;4;7;7
RM721;30;Yes;Travel_Rarely;Research & Development;22;3;Life Sciences;1;Female;3;1;Research Scientist;3;Married;2132;4;Yes;0;3;2;0;7;2;3;5;2;0;1
RM731;30;No;Travel_Rarely;Research & Development;8;2;Life Sciences;2;Female;4;3;Research Director;1;Married;11416;0;Yes;0;3;3;3;9;4;2;8;7;1;7
RM733;30;Yes;Travel_Frequently;Research & Development;5;3;Medical;2;Female;3;1;Laboratory Technician;2;Single;2422;0;No;0;3;1;0;4;3;3;3;2;1;2
RM783;30;No;Travel_Rarely;Research & Development;20;3;Other;3;Male;3;2;Manufacturing Director;1;Married;9957;0;No;0;3;3;1;7;1;2;6;2;0;2
RM845;30;No;Travel_Rarely;Sales;10;3;Marketing;3;Male;2;2;Sales Executive;3;Married;6578;1;No;0;3;1;1;10;3;3;10;3;1;4
RM866;30;No;Travel_Rarely;Sales;29;4;Life Sciences;3;Male;3;2;Sales Executive;1;Divorced;4115;8;No;0;3;3;3;8;3;3;4;3;0;3
RM875;30;No;Travel_Rarely;Research & Development;7;4;Life Sciences;3;Male;3;2;Laboratory Technician;3;Divorced;3491;1;No;0;3;1;3;10;4;2;10;7;8;9
RM887;30;No;Travel_Rarely;Research & Development;1;3;Medical;4;Male;3;1;Research Scientist;2;Married;3579;0;Yes;0;4;1;1;12;2;3;11;9;5;7
RM932;30;No;Non-Travel;Research & Development;9;2;Medical;3;Female;3;2;Manufacturing Director;3;Single;4695;7;Yes;0;3;3;0;10;3;3;8;4;1;7
RM942;30;No;Travel_Rarely;Research & Development;6;3;Technical Degree;1;Female;2;2;Laboratory Technician;4;Married;4627;0;No;0;3;1;1;10;6;3;9;2;6;7
RM949;30;No;Travel_Rarely;Research & Development;17;4;Medical;2;Female;3;3;Manager;1;Married;11916;1;Yes;0;4;4;2;9;2;3;9;1;0;8
RM1014;30;No;Travel_Rarely;Sales;7;4;Marketing;4;Female;3;2;Sales Executive;1;Divorced;4779;7;No;0;3;2;2;8;3;3;3;2;0;2
RM1050;30;No;Travel_Rarely;Sales;16;1;Life Sciences;4;Male;3;2;Sales Executive;3;Married;5301;8;No;0;3;3;2;4;2;2;2;1;2;2
RM1053;30;No;Non-Travel;Research & Development;7;3;Technical Degree;3;Male;3;1;Research Scientist;3;Divorced;1274;1;No;0;3;2;2;1;2;2;1;0;0;0
RM1065;30;No;Travel_Rarely;Human Resources;1;3;Life Sciences;3;Male;3;1;Human Resources;3;Divorced;2064;0;No;0;4;1;1;6;3;4;5;3;1;3
RM1107;30;Yes;Travel_Rarely;Sales;1;3;Life Sciences;2;Male;2;2;Sales Executive;1;Married;9714;1;No;0;3;4;1;10;4;3;10;8;6;7
RM1110;30;No;Travel_Rarely;Sales;29;4;Technical Degree;3;Male;3;3;Sales Executive;2;Married;9250;3;No;0;3;2;1;9;3;3;4;2;1;3
RM1142;30;No;Travel_Rarely;Research & Development;7;3;Medical;2;Male;2;1;Research Scientist;2;Married;2141;1;No;0;3;2;1;6;3;2;6;4;1;1
RM1234;30;No;Travel_Rarely;Research & Development;16;1;Life Sciences;2;Male;3;1;Research Scientist;4;Married;2862;1;No;0;3;2;1;10;2;2;10;0;0;8
RM1245;30;No;Travel_Frequently;Research & Development;2;4;Technical Degree;4;Female;2;1;Research Scientist;1;Single;4968;0;No;0;3;4;0;10;2;3;9;7;0;7
RM1247;30;Yes;Travel_Frequently;Human Resources;8;3;Human Resources;3;Female;2;1;Human Resources;4;Divorced;2180;6;No;0;3;3;1;6;0;2;4;2;1;2
RM1252;30;No;Travel_Rarely;Sales;15;2;Marketing;3;Male;2;3;Sales Executive;1;Divorced;7140;2;No;0;3;1;1;12;2;3;7;7;1;7
RM1260;30;No;Travel_Rarely;Research & Development;16;3;Life Sciences;3;Male;4;2;Healthcare Representative;3;Married;5294;3;No;0;3;3;1;10;3;3;7;0;1;7
RM1297;30;No;Travel_Rarely;Research & Development;10;3;Medical;1;Female;3;3;Manufacturing Director;3;Single;9667;9;No;0;3;2;0;9;3;3;7;7;0;2
RM1339;30;Yes;Travel_Rarely;Sales;9;3;Medical;2;Male;3;1;Sales Representative;4;Single;1081;1;No;0;3;3;0;1;3;2;1;0;0;0
RM1413;30;No;Travel_Rarely;Research & Development;1;2;Medical;4;Male;3;1;Laboratory Technician;2;Married;3748;1;No;0;3;3;0;12;6;2;12;8;1;7
RM013;31;No;Travel_Rarely;Research & Development;26;1;Life Sciences;1;Male;3;1;Research Scientist;3;Divorced;2911;1;No;0;3;4;1;5;1;2;5;2;4;3
RM059;31;No;Travel_Rarely;Research & Development;7;4;Life Sciences;4;Male;3;2;Laboratory Technician;4;Divorced;5915;3;No;0;4;4;1;10;3;2;7;7;1;7
RM073;31;No;Travel_Rarely;Research & Development;1;4;Medical;3;Male;3;1;Research Scientist;2;Single;2501;1;No;0;3;2;0;1;4;3;1;1;1;
RM076;31;No;Travel_Rarely;Research & Development;8;4;Life Sciences;3;Female;3;2;Manufacturing Director;4;Single;4424;1;No;0;4;4;0;11;2;3;11;7;1;
RM125;31;Yes;Travel_Rarely;Sales;6;4;Life Sciences;2;Male;1;2;Sales Executive;3;Married;6172;4;Yes;0;3;2;0;12;3;2;7;7;7;7
RM133;31;Yes;Travel_Rarely;Sales;20;3;Life Sciences;2;Female;1;2;Sales Executive;3;Married;4559;3;Yes;0;3;3;1;4;2;3;2;2;2;2
RM181;31;No;Travel_Rarely;Research & Development;12;1;Medical;3;Female;3;1;Research Scientist;4;Married;3929;8;Yes;0;4;3;1;7;0;3;4;2;0;2
RM225;31;No;Non-Travel;Research & Development;1;4;Medical;3;Male;1;2;Manufacturing Director;3;Married;4345;0;No;0;3;4;1;6;2;3;5;4;1;4
RM246;31;No;Travel_Frequently;Research & Development;3;4;Medical;2;Male;3;3;Research Director;3;Divorced;13675;9;No;0;3;1;1;9;3;3;2;2;2;2
RM260;31;Yes;Travel_Frequently;Research & Development;29;2;Medical;3;Male;2;1;Laboratory Technician;2;Single;3479;0;No;0;3;2;0;6;2;4;5;4;1;4
RM267;31;No;Travel_Rarely;Research & Development;23;3;Medical;2;Male;2;2;Healthcare Representative;4;Married;5582;0;No;0;4;2;1;10;2;3;9;0;7;8
RM293;31;No;Travel_Frequently;Sales;5;3;Marketing;4;Female;3;1;Sales Representative;2;Divorced;2789;1;No;0;3;3;1;2;5;2;2;2;2;2
RM304;31;No;Travel_Rarely;Sales;7;3;Technical Degree;2;Male;4;2;Sales Executive;4;Married;6929;4;No;0;3;2;1;10;3;2;8;7;7;7
RM310;31;No;Travel_Rarely;Research & Development;5;4;Technical Degree;3;Male;3;1;Research Scientist;4;Married;4821;0;Yes;0;3;3;1;6;4;3;5;2;0;3
RM311;31;No;Travel_Rarely;Human Resources;2;3;Human Resources;1;Male;2;2;Human Resources;1;Married;6410;3;No;0;3;4;0;9;1;3;2;2;1;0
RM313;31;No;Travel_Rarely;Research & Development;2;4;Life Sciences;3;Male;3;1;Research Scientist;4;Divorced;2695;0;Yes;0;3;2;1;3;2;1;2;2;2;2
RM322;31;No;Travel_Rarely;Sales;7;3;Marketing;4;Male;3;2;Sales Executive;4;Divorced;7547;4;No;0;3;4;3;13;3;3;7;7;1;7
RM326;31;No;Travel_Frequently;Research & Development;7;2;Life Sciences;3;Female;2;3;Manufacturing Director;3;Married;8943;1;No;0;4;1;1;10;2;3;10;9;8;9
RM343;31;No;Travel_Rarely;Research & Development;7;4;Medical;3;Female;3;3;Manufacturing Director;4;Single;7143;1;Yes;0;3;3;0;11;2;2;11;9;4;10
RM370;31;No;Travel_Rarely;Research & Development;9;4;Life Sciences;3;Male;2;1;Research Scientist;2;Single;2657;0;Yes;0;3;4;0;3;5;3;2;2;2;2
RM395;31;No;Travel_Rarely;Research & Development;7;2;Medical;2;Female;3;2;Manufacturing Director;1;Married;4306;1;No;0;3;2;1;13;5;1;13;10;3;12
RM400;31;No;Travel_Rarely;Research & Development;1;2;Life Sciences;4;Male;2;1;Laboratory Technician;1;Married;2218;1;No;0;3;3;1;4;3;3;4;2;3;2
RM435;31;No;Travel_Rarely;Research & Development;9;1;Life Sciences;3;Male;3;3;Manufacturing Director;2;Divorced;10648;1;No;0;4;4;1;13;6;4;13;8;0;8
RM440;31;Yes;Travel_Frequently;Research & Development;20;3;Life Sciences;1;Male;3;3;Healthcare Representative;3;Married;9824;3;No;0;3;1;0;12;2;3;1;0;0;0
RM451;31;No;Travel_Rarely;Sales;2;1;Life Sciences;2;Male;3;2;Sales Executive;4;Single;6582;4;Yes;0;3;3;0;10;2;4;6;5;0;5
RM457;31;No;Travel_Rarely;Sales;7;3;Life Sciences;3;Male;2;3;Manager;4;Divorced;11557;9;No;0;4;3;1;10;3;2;5;4;0;1
RM483;31;Yes;Travel_Rarely;Sales;13;4;Medical;2;Male;3;2;Sales Executive;1;Divorced;4233;2;No;0;3;3;0;9;2;1;3;1;1;2
RM485;31;No;Travel_Rarely;Sales;6;4;Medical;1;Male;4;2;Sales Executive;4;Divorced;5460;4;No;0;4;4;2;13;4;4;7;7;5;7
RM645;31;No;Travel_Rarely;Research & Development;11;4;Life Sciences;4;Male;3;1;Research Scientist;4;Married;2356;3;Yes;0;3;2;1;8;2;3;6;4;0;2
RM676;31;No;Travel_Rarely;Sales;7;4;Life Sciences;2;Male;2;1;Sales Representative;3;Married;2329;3;No;0;3;2;0;13;2;4;7;7;5;2
RM680;31;No;Non-Travel;Sales;20;2;Marketing;4;Female;3;2;Sales Executive;3;Married;6932;1;No;0;3;4;1;9;2;2;9;8;0;0
RM691;31;No;Travel_Rarely;Research & Development;12;3;Medical;4;Female;3;2;Healthcare Representative;4;Married;5855;0;Yes;0;3;3;2;10;2;1;9;7;8;5
RM710;31;Yes;Non-Travel;Research & Development;9;2;Medical;3;Male;2;1;Research Scientist;1;Single;2321;0;Yes;0;4;1;0;4;0;3;3;2;1;2
RM727;31;No;Travel_Frequently;Research & Development;1;1;Life Sciences;3;Female;3;2;Manufacturing Director;1;Married;4148;1;No;0;3;3;1;4;1;3;4;3;0;3
RM819;31;No;Travel_Frequently;Sales;20;3;Life Sciences;3;Male;4;1;Sales Representative;4;Married;2791;0;No;0;3;1;1;3;4;3;2;2;2;2
RM832;31;Yes;Travel_Frequently;Research & Development;15;3;Medical;3;Male;3;1;Laboratory Technician;3;Married;2610;1;No;0;3;3;1;2;5;2;2;2;2;2
RM896;31;No;Travel_Rarely;Research & Development;11;2;Medical;3;Male;3;2;Healthcare Representative;1;Married;6833;1;Yes;0;3;4;0;6;2;2;6;5;0;1
RM897;31;No;Travel_Rarely;Research & Development;24;3;Medical;3;Female;2;2;Healthcare Representative;1;Single;6812;1;No;0;3;2;0;10;2;3;10;9;1;8
RM951;31;No;Non-Travel;Sales;2;4;Life Sciences;4;Female;3;3;Sales Executive;3;Divorced;9852;1;Yes;0;3;1;1;10;5;2;10;8;9;6
RM953;31;Yes;Travel_Frequently;Sales;1;3;Life Sciences;4;Female;3;1;Sales Representative;2;Single;2302;1;Yes;0;3;1;0;3;2;4;3;2;2;2
RM981;31;Yes;Travel_Frequently;Sales;2;3;Life Sciences;3;Female;2;1;Sales Representative;4;Single;2785;7;No;0;3;3;0;3;3;4;1;0;0;0
RM986;31;Yes;Travel_Rarely;Research & Development;22;4;Medical;4;Male;3;2;Manufacturing Director;3;Married;6179;1;Yes;0;3;4;2;10;3;2;10;2;6;7
RM1013;31;Yes;Travel_Frequently;Sales;1;4;Life Sciences;2;Female;1;1;Sales Representative;3;Single;1359;1;No;0;3;2;0;1;3;3;1;0;0;0
RM1015;31;No;Travel_Rarely;Research & Development;8;5;Life Sciences;1;Female;3;4;Research Director;2;Single;16422;3;No;0;3;3;0;9;3;4;3;2;1;0
RM1017;31;Yes;Travel_Rarely;Research & Development;8;3;Life Sciences;1;Female;2;1;Research Scientist;2;Single;1261;1;No;0;3;3;0;1;3;4;1;0;0;0
RM1031;31;No;Travel_Rarely;Sales;8;2;Life Sciences;1;Male;3;3;Sales Executive;4;Divorced;10793;1;No;0;3;1;1;13;5;3;13;7;9;9
RM1034;31;Yes;Travel_Frequently;Research & Development;1;5;Life Sciences;3;Female;4;3;Manufacturing Director;2;Single;7446;1;No;0;3;1;0;10;2;3;10;8;4;7
RM1036;31;No;Travel_Rarely;Human Resources;8;2;Medical;4;Female;4;1;Human Resources;2;Single;2109;9;No;0;3;4;0;8;3;3;3;2;0;2
RM1037;31;Yes;Travel_Frequently;Research & Development;2;3;Life Sciences;2;Male;3;1;Laboratory Technician;4;Married;3722;6;Yes;0;3;3;1;7;2;1;2;2;2;2
RM1086;31;Yes;Travel_Frequently;Research & Development;3;3;Life Sciences;4;Female;3;1;Research Scientist;3;Single;4084;1;No;0;3;1;0;7;2;1;7;2;7;7
RM1145;31;No;Travel_Frequently;Sales;2;4;Other;4;Male;3;2;Sales Executive;1;Single;5332;7;No;0;3;4;0;10;3;3;5;2;0;3
RM1192;31;No;Travel_Rarely;Sales;5;4;Life Sciences;1;Female;3;2;Sales Executive;4;Married;5476;1;No;0;3;1;2;10;2;3;10;0;0;2
RM1228;31;No;Travel_Rarely;Research & Development;2;4;Life Sciences;2;Male;3;1;Laboratory Technician;3;Married;3477;1;No;0;3;4;1;6;2;4;5;2;0;3
RM1240;31;No;Travel_Frequently;Research & Development;24;1;Technical Degree;4;Female;3;2;Manufacturing Director;4;Single;5238;2;No;0;4;4;0;9;3;2;5;4;1;4
RM1248;31;No;Travel_Rarely;Sales;5;3;Technical Degree;1;Male;3;2;Sales Executive;3;Married;8346;1;No;0;3;3;1;6;3;3;5;2;0;2
RM1258;31;Yes;Travel_Rarely;Sales;16;4;Marketing;1;Male;3;3;Sales Executive;3;Married;8161;2;No;0;3;1;3;10;2;3;1;0;0;0
RM1275;31;No;Travel_Rarely;Sales;29;4;Marketing;1;Female;2;2;Sales Executive;4;Married;5468;1;No;0;3;1;2;13;3;3;12;7;5;7
RM1307;31;No;Travel_Frequently;Sales;7;4;Marketing;1;Female;3;3;Sales Executive;1;Married;9637;2;No;0;3;4;2;9;3;3;3;2;2;2
RM1313;31;Yes;Travel_Rarely;Human Resources;18;5;Human Resources;4;Male;4;1;Human Resources;1;Married;2956;0;No;0;3;3;0;2;4;3;1;0;0;0
RM1342;31;No;Travel_Rarely;Research & Development;20;3;Life Sciences;2;Male;3;2;Laboratory Technician;3;Divorced;4197;1;No;0;3;1;1;10;2;3;10;8;0;2
RM1359;31;No;Travel_Rarely;Sales;10;2;Medical;3;Female;3;2;Sales Executive;4;Divorced;6583;2;Yes;0;3;4;1;8;2;3;5;2;1;4
RM1361;31;No;Travel_Rarely;Research & Development;4;3;Medical;1;Female;4;1;Laboratory Technician;3;Divorced;3978;8;No;0;3;2;1;4;0;2;2;2;2;2
RM1383;31;No;Non-Travel;Research & Development;3;2;Medical;3;Male;3;1;Research Scientist;1;Divorced;3065;1;Yes;0;3;4;1;4;3;4;4;2;2;3
RM1390;31;No;Travel_Frequently;Research & Development;1;3;Life Sciences;4;Male;1;2;Research Scientist;1;Married;5003;1;No;0;4;2;0;10;6;3;10;8;8;7
RM1396;31;Yes;Travel_Frequently;Sales;26;4;Marketing;1;Male;3;2;Sales Executive;4;Married;5617;1;Yes;0;3;3;0;10;4;3;10;7;0;8
RM1403;31;No;Travel_Rarely;Research & Development;2;1;Medical;4;Female;1;1;Laboratory Technician;4;Divorced;1129;1;Yes;0;3;3;3;1;4;3;1;0;0;0
RM1406;31;No;Non-Travel;Research & Development;10;3;Medical;3;Female;3;3;Research Director;3;Married;11031;4;No;0;4;3;1;13;2;4;11;7;4;8
RM1418;31;No;Travel_Rarely;Sales;2;2;Life Sciences;1;Male;3;1;Sales Representative;3;Married;3067;0;No;0;3;3;1;3;1;3;2;2;1;2
RM1464;31;No;Non-Travel;Research & Development;5;3;Medical;2;Male;3;2;Manufacturing Director;1;Single;9936;0;No;0;3;2;0;10;2;3;9;4;1;7
RM1464;31;No;Non-Travel;Research & Development;5;3;Medical;2;Male;3;2;Manufacturing Director;1;Single;9936;0;No;0;3;2;0;10;2;3;9;4;1;7
RM006;32;No;Travel_Frequently;Research & Development;2;2;Life Sciences;4;Male;3;1;Laboratory Technician;4;Single;3068;0;No;0;3;3;0;8;2;2;7;7;3;6
RM017;32;No;Travel_Rarely;Research & Development;5;2;Life Sciences;1;Male;4;1;Research Scientist;2;Divorced;3298;0;Yes;0;3;4;2;7;5;2;6;2;0;5
RM027;32;Yes;Travel_Frequently;Research & Development;16;1;Life Sciences;2;Female;1;1;Research Scientist;1;Single;3919;1;Yes;0;4;2;0;10;5;3;10;2;6;
RM061;32;No;Travel_Rarely;Research & Development;1;3;Medical;1;Male;3;2;Manufacturing Director;4;Married;6162;1;Yes;0;4;2;1;9;3;3;9;8;7;8
RM074;32;No;Travel_Rarely;Research & Development;1;3;Life Sciences;2;Male;3;2;Research Scientist;2;Married;6220;1;No;0;3;2;2;10;3;3;10;4;0;
RM095;32;No;Travel_Rarely;Sales;6;4;Medical;2;Male;3;2;Sales Executive;3;Single;5010;1;No;0;3;1;0;12;0;3;11;8;5;7
RM102;32;No;Travel_Rarely;Research & Development;1;1;Life Sciences;4;Male;3;1;Research Scientist;1;Single;2956;1;No;0;3;4;0;1;2;3;1;0;0;0
RM141;32;Yes;Travel_Rarely;Research & Development;9;3;Medical;1;Female;3;1;Laboratory Technician;1;Single;4200;7;No;0;4;1;0;10;2;4;5;4;0;
RM145;32;No;Travel_Frequently;Sales;9;2;Medical;4;Male;1;2;Sales Executive;4;Divorced;4668;0;No;0;3;4;3;9;2;4;8;7;0;
RM155;32;No;Travel_Frequently;Sales;8;3;Marketing;2;Female;3;3;Sales Executive;4;Single;8998;1;No;0;3;4;0;9;2;3;9;8;3;7
RM170;32;No;Travel_Rarely;Research & Development;6;5;Life Sciences;3;Male;3;1;Research Scientist;3;Single;3038;3;No;0;4;1;0;8;2;3;5;4;1;4
RM211;32;Yes;Travel_Rarely;Sales;4;4;Medical;4;Male;1;3;Sales Executive;4;Married;10400;1;No;0;3;3;0;14;2;2;14;8;9;
RM239;32;No;Travel_Rarely;Sales;4;2;Life Sciences;3;Female;3;1;Sales Representative;2;Married;3931;2;No;0;3;1;1;6;5;3;4;3;1;2
RM240;32;Yes;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Male;2;1;Laboratory Technician;3;Single;3730;0;Yes;0;3;4;0;4;2;1;3;2;1;2
RM242;32;No;Non-Travel;Sales;26;4;Marketing;3;Male;3;2;Sales Executive;4;Married;4465;0;No;0;3;1;0;4;2;3;3;2;2;2
RM261;32;No;Travel_Frequently;Research & Development;7;3;Life Sciences;2;Male;4;1;Laboratory Technician;2;Married;2794;1;No;0;4;3;0;5;3;1;5;1;0;3
RM263;32;No;Travel_Rarely;Research & Development;2;1;Technical Degree;4;Male;2;2;Laboratory Technician;1;Single;2176;4;No;0;3;4;0;9;5;3;6;2;0;4
RM307;32;No;Travel_Rarely;Sales;7;3;Life Sciences;4;Male;2;2;Sales Executive;3;Married;5484;1;No;0;3;3;1;13;3;2;13;8;4;8
RM320;32;No;Travel_Rarely;Sales;8;2;Technical Degree;3;Female;2;2;Sales Executive;2;Married;5228;1;Yes;0;3;4;0;13;2;3;13;12;11;9
RM323;32;No;Travel_Rarely;Research & Development;2;4;Medical;1;Female;4;2;Research Scientist;4;Single;5055;7;No;0;3;3;0;10;0;2;7;7;0;7
RM352;32;No;Travel_Rarely;Research & Development;2;3;Medical;3;Female;3;1;Laboratory Technician;2;Married;2370;1;No;0;3;3;1;8;4;3;8;0;0;7
RM470;32;Yes;Non-Travel;Sales;11;4;Other;4;Male;4;2;Sales Executive;3;Married;4707;8;No;0;3;4;0;6;2;3;4;2;1;2
RM501;32;No;Travel_Rarely;Research & Development;9;4;Life Sciences;1;Female;3;2;Research Scientist;4;Married;6322;1;Yes;0;3;4;1;6;2;2;6;4;0;5
RM528;32;No;Travel_Rarely;Sales;10;3;Marketing;4;Male;3;2;Sales Executive;4;Single;5396;1;No;0;3;4;0;10;2;2;10;7;0;8
RM532;32;No;Travel_Rarely;Research & Development;3;2;Life Sciences;3;Female;3;3;Research Director;4;Single;11159;3;No;0;3;4;0;10;6;3;7;7;7;7
RM559;32;No;Travel_Frequently;Research & Development;24;4;Life Sciences;1;Male;3;2;Laboratory Technician;4;Married;5309;1;No;0;3;4;2;10;2;3;10;8;4;7
RM601;32;No;Travel_Rarely;Research & Development;4;3;Life Sciences;3;Female;2;2;Manufacturing Director;3;Married;6162;1;No;0;3;3;1;14;3;3;14;13;6;8
RM623;32;No;Travel_Rarely;Sales;13;4;Life Sciences;2;Male;3;2;Sales Executive;4;Divorced;4403;2;No;0;3;3;1;8;3;2;5;2;0;3
RM627;32;No;Travel_Rarely;Research & Development;8;2;Medical;3;Female;4;2;Research Scientist;3;Married;5175;5;No;0;3;3;1;9;3;2;5;3;1;3
RM638;32;No;Non-Travel;Research & Development;1;3;Life Sciences;4;Male;3;1;Laboratory Technician;4;Divorced;2314;0;No;0;3;2;1;4;2;3;3;0;0;2
RM642;32;No;Travel_Frequently;Sales;5;2;Life Sciences;2;Male;3;2;Sales Executive;2;Married;6524;1;No;0;3;4;1;10;3;3;10;8;5;3
RM657;32;Yes;Travel_Rarely;Research & Development;25;4;Life Sciences;1;Male;3;1;Laboratory Technician;4;Single;2795;1;Yes;0;4;3;0;1;2;1;1;0;0;1
RM683;32;No;Non-Travel;Research & Development;1;3;Life Sciences;3;Female;2;1;Laboratory Technician;2;Married;2332;6;No;0;4;3;0;5;3;3;3;0;0;2
RM693;32;No;Travel_Rarely;Research & Development;3;4;Medical;3;Female;3;2;Manufacturing Director;1;Married;6725;1;No;0;3;3;1;8;2;4;8;7;6;3
